Bezirk,Straße,Hausnummer,Zuschlag_bis_0319,Zuschlag_seit_0419,Differenz
1,Akademiestraße ,2,10.93,12.21,1.28
1,Akademiestraße ,12,10.93,12.21,1.28
1,Albertinaplatz ,1,10.93,12.21,1.28
1,Am Gestade ,1,10.93,12.21,1.28
1,Am Gestade ,3 - 7,10.93,12.21,1.28
1,Am Gestade ,3,10.93,12.21,1.28
1,Am Gestade ,5,10.93,12.21,1.28
1,Am Gestade ,7,10.93,12.21,1.28
1,Am Hof ,13 / 2,10.93,12.21,1.28
1,Am Hof ,12,10.93,12.21,1.28
1,Am Hof ,11,10.93,12.21,1.28
1,Am Hof ,9 - 10,10.93,12.21,1.28
1,Am Hof ,8,10.93,12.21,1.28
1,Am Hof ,6 A,10.93,12.21,1.28
1,Am Hof ,5,10.93,12.21,1.28
1,Am Hof ,3 - 4,10.93,12.21,1.28
1,Am Hof ,2,10.93,12.21,1.28
1,Am Hof ,1 / 2,10.93,12.21,1.28
1,An der Hülben ,4,10.93,12.21,1.28
1,Annagasse ,1,10.93,12.21,1.28
1,Annagasse ,3 B,10.93,12.21,1.28
1,Annagasse ,3 - 3 - A,10.93,12.21,1.28
1,Annagasse ,4,10.93,12.21,1.28
1,Annagasse ,5,10.93,12.21,1.28
1,Annagasse ,6,10.93,12.21,1.28
1,Annagasse ,7,10.93,12.21,1.28
1,Annagasse ,8,10.93,12.21,1.28
1,Annagasse ,9,10.93,12.21,1.28
1,Annagasse ,10,10.93,12.21,1.28
1,Annagasse ,16,10.93,12.21,1.28
1,Annagasse ,18,10.93,12.21,1.28
1,Aspernbrücke ,106,10.93,12.21,1.28
1,Auerspergstraße ,2,10.93,12.21,1.28
1,Auerspergstraße ,4,10.93,12.21,1.28
1,Augustinerbastei ,1 - 6,10.93,12.21,1.28
1,Augustinerbastei ,1,10.93,12.21,1.28
1,Augustinerstraße ,12,10.93,12.21,1.28
1,Augustinerstraße ,5,10.93,12.21,1.28
1,Augustinerstraße ,3,10.93,12.21,1.28
1,Augustinerstraße ,7 / 1,10.93,12.21,1.28
1,Auwinkel ,4,10.93,12.21,1.28
1,Babenbergerstraße ,9,10.93,12.21,1.28
1,Babenbergerstraße ,1,10.93,12.21,1.28
1,Ballgasse ,8,10.93,12.21,1.28
1,Ballgasse ,6,10.93,12.21,1.28
1,Ballgasse ,4,10.93,12.21,1.28
1,Ballhausplatz ,2,10.93,12.21,1.28
1,Bankgasse ,1,10.93,12.21,1.28
1,Bankgasse ,2,10.93,12.21,1.28
1,Bankgasse ,3,10.93,12.21,1.28
1,Bankgasse ,4 - 6,10.93,12.21,1.28
1,Bankgasse ,8,10.93,12.21,1.28
1,Bartensteingasse ,13,10.93,12.21,1.28
1,Bartensteingasse ,9,10.93,12.21,1.28
1,Bartensteingasse ,8,10.93,12.21,1.28
1,Bartensteingasse ,4,10.93,12.21,1.28
1,Bartensteingasse ,3,10.93,12.21,1.28
1,Bartensteingasse ,2,10.93,12.21,1.28
1,Bartensteingasse ,14,10.93,12.21,1.28
1,Bauernmarkt ,24,10.93,12.21,1.28
1,Bauernmarkt ,22,10.93,12.21,1.28
1,Bauernmarkt ,18,10.93,12.21,1.28
1,Bauernmarkt ,13,10.93,12.21,1.28
1,Bauernmarkt ,12,10.93,12.21,1.28
1,Bauernmarkt ,11,10.93,12.21,1.28
1,Bauernmarkt ,10,10.93,12.21,1.28
1,Bauernmarkt ,9 / 3,10.93,12.21,1.28
1,Bauernmarkt ,8 / 1,10.93,12.21,1.28
1,Bauernmarkt ,6,10.93,12.21,1.28
1,Bauernmarkt ,1,10.93,12.21,1.28
1,Beethovenplatz ,1,10.93,12.21,1.28
1,Beethovenplatz ,2,10.93,12.21,1.28
1,Beethovenplatz ,3,10.93,12.21,1.28
1,Bellariastraße ,4,10.93,12.21,1.28
1,Bellariastraße ,6,10.93,12.21,1.28
1,Bellariastraße ,8,10.93,12.21,1.28
1,Bellariastraße ,10,10.93,12.21,1.28
1,Bellariastraße ,12,10.93,12.21,1.28
1,Biberstraße ,26,10.93,12.21,1.28
1,Biberstraße ,8,10.93,12.21,1.28
1,Biberstraße ,9,10.93,12.21,1.28
1,Biberstraße ,10,10.93,12.21,1.28
1,Biberstraße ,11,10.93,12.21,1.28
1,Biberstraße ,14,10.93,12.21,1.28
1,Biberstraße ,15,10.93,12.21,1.28
1,Biberstraße ,22,10.93,12.21,1.28
1,Biberstraße ,2,10.93,12.21,1.28
1,Biberstraße ,3,10.93,12.21,1.28
1,Biberstraße ,4,10.93,12.21,1.28
1,Blumenstockgasse ,5,10.93,12.21,1.28
1,Blutgasse ,7,10.93,12.21,1.28
1,Blutgasse ,5,10.93,12.21,1.28
1,Bognergasse ,7,10.93,12.21,1.28
1,Brandstätte ,7 - 9,10.93,12.21,1.28
1,Brandstätte ,5,10.93,12.21,1.28
1,Brandstätte ,3,10.93,12.21,1.28
1,Bräunerstraße ,11 A,10.93,12.21,1.28
1,Bräunerstraße ,11,10.93,12.21,1.28
1,Bräunerstraße ,10,10.93,12.21,1.28
1,Bräunerstraße ,7,10.93,12.21,1.28
1,Bräunerstraße ,5,10.93,12.21,1.28
1,Bräunerstraße ,4 - 6,10.93,12.21,1.28
1,Bräunerstraße ,3,10.93,12.21,1.28
1,Bräunerstraße ,2 / 3,10.93,12.21,1.28
1,Bräunerstraße ,2,10.93,12.21,1.28
1,Burgring ,1,10.93,12.21,1.28
1,Burgring ,5,10.93,12.21,1.28
1,Burgring ,7,10.93,12.21,1.28
1,Bäckerstraße ,20,10.93,12.21,1.28
1,Bäckerstraße ,16,10.93,12.21,1.28
1,Bäckerstraße ,14,10.93,12.21,1.28
1,Bäckerstraße ,12,10.93,12.21,1.28
1,Bäckerstraße ,10,10.93,12.21,1.28
1,Bäckerstraße ,9 / 1,10.93,12.21,1.28
1,Bäckerstraße ,9 / 2,10.93,12.21,1.28
1,Bäckerstraße ,8,10.93,12.21,1.28
1,Bäckerstraße ,6,10.93,12.21,1.28
1,Bäckerstraße ,3,10.93,12.21,1.28
1,Bäckerstraße ,2,10.93,12.21,1.28
1,Bäckerstraße ,1,10.93,12.21,1.28
1,Börsegasse ,3,10.93,12.21,1.28
1,Börsegasse ,5,10.93,12.21,1.28
1,Börsegasse ,6,10.93,12.21,1.28
1,Börsegasse ,7,10.93,12.21,1.28
1,Börsegasse ,9,10.93,12.21,1.28
1,Börsegasse ,12,10.93,12.21,1.28
1,Börsegasse ,14,10.93,12.21,1.28
1,Börsegasse ,18,10.93,12.21,1.28
1,Börseplatz ,6,10.93,12.21,1.28
1,Börseplatz ,1,10.93,12.21,1.28
1,Börseplatz ,3,10.93,12.21,1.28
1,Bösendorferstraße ,13,10.93,12.21,1.28
1,Bösendorferstraße ,9,10.93,12.21,1.28
1,Bösendorferstraße ,7,10.93,12.21,1.28
1,Bösendorferstraße ,6,10.93,12.21,1.28
1,Bösendorferstraße ,5,10.93,12.21,1.28
1,Bösendorferstraße ,4,10.93,12.21,1.28
1,Bösendorferstraße ,2,10.93,12.21,1.28
1,Bösendorferstraße ,1,10.93,12.21,1.28
1,Canovagasse ,1 - 5,10.93,12.21,1.28
1,Canovagasse ,3 - 5,10.93,12.21,1.28
1,Canovagasse ,7,10.93,12.21,1.28
1,Cobdengasse ,4,10.93,12.21,1.28
1,Concordiaplatz ,2,10.93,12.21,1.28
1,Concordiaplatz ,1,10.93,12.21,1.28
1,Deutschmeisterplatz ,2,10.93,12.21,1.28
1,Deutschmeisterplatz ,3,10.93,12.21,1.28
1,Deutschmeisterplatz ,4,10.93,12.21,1.28
1,Doblhoffgasse ,3,10.93,12.21,1.28
1,Doblhoffgasse ,5,10.93,12.21,1.28
1,Doblhoffgasse ,6,10.93,12.21,1.28
1,Doblhoffgasse ,7,10.93,12.21,1.28
1,Doblhoffgasse ,9,10.93,12.21,1.28
1,Domgasse ,1,10.93,12.21,1.28
1,Domgasse ,5,10.93,12.21,1.28
1,Domgasse ,8,10.93,12.21,1.28
1,Domgasse ,6,10.93,12.21,1.28
1,Dominikanerbastei ,19,10.93,12.21,1.28
1,Dominikanerbastei ,22,10.93,12.21,1.28
1,Dominikanerbastei ,21,10.93,12.21,1.28
1,Dominikanerbastei ,17,10.93,12.21,1.28
1,Dominikanerbastei ,6,10.93,12.21,1.28
1,Dominikanerbastei ,5,10.93,12.21,1.28
1,Dominikanerbastei ,4,10.93,12.21,1.28
1,Dorotheergasse ,24,10.93,12.21,1.28
1,Dorotheergasse ,22,10.93,12.21,1.28
1,Dorotheergasse ,20,10.93,12.21,1.28
1,Dorotheergasse ,18,10.93,12.21,1.28
1,Dorotheergasse ,17,10.93,12.21,1.28
1,Dorotheergasse ,16,10.93,12.21,1.28
1,Dorotheergasse ,12,10.93,12.21,1.28
1,Dorotheergasse ,11,10.93,12.21,1.28
1,Dorotheergasse ,10,10.93,12.21,1.28
1,Dorotheergasse ,7,10.93,12.21,1.28
1,Dorotheergasse ,9,10.93,12.21,1.28
1,Dorotheergasse ,6 - 8,10.93,12.21,1.28
1,Dorotheergasse ,5,10.93,12.21,1.28
1,Dorotheergasse ,3,10.93,12.21,1.28
1,Dorotheergasse ,2 - 4,10.93,12.21,1.28
1,Dr.-Ignaz-Seipel-Platz ,2,10.93,12.21,1.28
1,Dr.-Ignaz-Seipel-Platz ,1,10.93,12.21,1.28
1,Dr.-Karl-Lueger-Platz ,5,10.93,12.21,1.28
1,Dr.-Karl-Renner-Ring ,1,10.93,12.21,1.28
1,Dr.-Karl-Renner-Ring ,3,10.93,12.21,1.28
1,Drahtgasse ,2,10.93,12.21,1.28
1,Ebendorferstraße ,2,10.93,12.21,1.28
1,Ebendorferstraße ,3,10.93,12.21,1.28
1,Ebendorferstraße ,4,10.93,12.21,1.28
1,Ebendorferstraße ,6,10.93,12.21,1.28
1,Ebendorferstraße ,7,10.93,12.21,1.28
1,Ebendorferstraße ,8,10.93,12.21,1.28
1,Elisabethstraße ,24,10.93,12.21,1.28
1,Elisabethstraße ,22,10.93,12.21,1.28
1,Elisabethstraße ,18,10.93,12.21,1.28
1,Elisabethstraße ,16,10.93,12.21,1.28
1,Elisabethstraße ,15,10.93,12.21,1.28
1,Elisabethstraße ,14,10.93,12.21,1.28
1,Elisabethstraße ,26,10.93,12.21,1.28
1,Elisabethstraße ,12,10.93,12.21,1.28
1,Elisabethstraße ,10,10.93,12.21,1.28
1,Elisabethstraße ,1,10.93,12.21,1.28
1,Elisabethstraße ,8,10.93,12.21,1.28
1,Elisabethstraße ,6 / 3,10.93,12.21,1.28
1,Elisabethstraße ,6 / 4,10.93,12.21,1.28
1,Elisabethstraße ,6 / 2,10.93,12.21,1.28
1,Elisabethstraße ,5,10.93,12.21,1.28
1,Elisabethstraße ,4 / 5,10.93,12.21,1.28
1,Elisabethstraße ,3 / 1,10.93,12.21,1.28
1,Elisabethstraße ,3,10.93,12.21,1.28
1,Ertlgasse ,4,10.93,12.21,1.28
1,Eschenbachgasse ,9,10.93,12.21,1.28
1,Eschenbachgasse ,11,10.93,12.21,1.28
1,Falkestraße ,1,10.93,12.21,1.28
1,Falkestraße ,3,10.93,12.21,1.28
1,Falkestraße ,6,10.93,12.21,1.28
1,Fichtegasse ,2,10.93,12.21,1.28
1,Fichtegasse ,2 A,10.93,12.21,1.28
1,Fichtegasse ,5,10.93,12.21,1.28
1,Fichtegasse ,11,10.93,12.21,1.28
1,Fischerstiege ,4 - 8 / 2,10.93,12.21,1.28
1,Fischerstiege ,1 - 7 / 4,10.93,12.21,1.28
1,Fischerstiege ,1 - 7 / 2,10.93,12.21,1.28
1,Fischerstiege ,1 - 7 / 6,10.93,12.21,1.28
1,Fischerstiege ,4 - 8 / 3,10.93,12.21,1.28
1,Fischerstiege ,1 - 7 / 3,10.93,12.21,1.28
1,Fischerstiege ,1 - 7 / 1,10.93,12.21,1.28
1,Fischerstiege ,10,10.93,12.21,1.28
1,Fleischmarkt ,7,10.93,12.21,1.28
1,Fleischmarkt ,1,10.93,12.21,1.28
1,Fleischmarkt ,3,10.93,12.21,1.28
1,Fleischmarkt ,3 - 5,10.93,12.21,1.28
1,Fleischmarkt ,5,10.93,12.21,1.28
1,Fleischmarkt ,26,10.93,12.21,1.28
1,Fleischmarkt ,24,10.93,12.21,1.28
1,Fleischmarkt ,19 / 2,10.93,12.21,1.28
1,Fleischmarkt ,19,10.93,12.21,1.28
1,Fleischmarkt ,19 / 1,10.93,12.21,1.28
1,Fleischmarkt ,18,10.93,12.21,1.28
1,Fleischmarkt ,16,10.93,12.21,1.28
1,Fleischmarkt ,15,10.93,12.21,1.28
1,Fleischmarkt ,14,10.93,12.21,1.28
1,Fleischmarkt ,10,10.93,12.21,1.28
1,Fleischmarkt ,9,10.93,12.21,1.28
1,Fleischmarkt ,28,10.93,12.21,1.28
1,Franz-Josefs-Kai ,41,10.93,12.21,1.28
1,Franz-Josefs-Kai ,39,10.93,12.21,1.28
1,Franz-Josefs-Kai ,33 / 7,10.93,12.21,1.28
1,Franz-Josefs-Kai ,31 / 1,10.93,12.21,1.28
1,Franz-Josefs-Kai ,29,10.93,12.21,1.28
1,Franz-Josefs-Kai ,27,10.93,12.21,1.28
1,Franz-Josefs-Kai ,23,10.93,12.21,1.28
1,Franz-Josefs-Kai ,21,10.93,12.21,1.28
1,Franz-Josefs-Kai ,15,10.93,12.21,1.28
1,Franz-Josefs-Kai ,7 - 9,10.93,12.21,1.28
1,Franz-Josefs-Kai ,5,10.93,12.21,1.28
1,Franz-Josefs-Kai ,3,10.93,12.21,1.28
1,Franz-Josefs-Kai ,1,10.93,12.21,1.28
1,Franz-Josefs-Kai ,43,10.93,12.21,1.28
1,Franz-Josefs-Kai ,49,10.93,12.21,1.28
1,Franz-Josefs-Kai ,65,10.93,12.21,1.28
1,Franz-Josefs-Kai ,53,10.93,12.21,1.28
1,Franz-Josefs-Kai ,47,10.93,12.21,1.28
1,Franz-Josefs-Kai-Tragwerk ,101,10.93,12.21,1.28
1,Franziskanerplatz ,6,10.93,12.21,1.28
1,Franziskanerplatz ,4,10.93,12.21,1.28
1,Franziskanerplatz ,1,10.93,12.21,1.28
1,Franziskanerplatz ,3,10.93,12.21,1.28
1,Freisingergasse ,2,10.93,12.21,1.28
1,Freyung ,6 / 8,10.93,12.21,1.28
1,Freyung ,6 / 7,10.93,12.21,1.28
1,Freyung ,6 / 1,10.93,12.21,1.28
1,Freyung ,6 / 10,10.93,12.21,1.28
1,Freyung ,4 / 2,10.93,12.21,1.28
1,Freyung ,4 / 1,10.93,12.21,1.28
1,Freyung ,4,10.93,12.21,1.28
1,Freyung ,2,10.93,12.21,1.28
1,Freyung ,1,10.93,12.21,1.28
1,Freyung ,6 / 9,10.93,12.21,1.28
1,Freyung ,6 B,10.93,12.21,1.28
1,Freyung ,6 / 2,10.93,12.21,1.28
1,Freyung ,6 / 3,10.93,12.21,1.28
1,Freyung ,6 / 11,10.93,12.21,1.28
1,Freyung ,6 / 12,10.93,12.21,1.28
1,Freyung ,6 / 4,10.93,12.21,1.28
1,Freyung ,6,10.93,12.21,1.28
1,Freyung ,6 / 5,10.93,12.21,1.28
1,Freyung ,6 / 6,10.93,12.21,1.28
1,Friedrichstraße ,12,10.93,12.21,1.28
1,Friedrichstraße ,7,10.93,12.21,1.28
1,Friedrichstraße ,6,10.93,12.21,1.28
1,Friedrichstraße ,2,10.93,12.21,1.28
1,Färbergasse ,10,10.93,12.21,1.28
1,Färbergasse ,8,10.93,12.21,1.28
1,Färbergasse ,6,10.93,12.21,1.28
1,Färbergasse ,3,10.93,12.21,1.28
1,Führichgasse ,8,10.93,12.21,1.28
1,Führichgasse ,10,10.93,12.21,1.28
1,Fütterergasse ,1,10.93,12.21,1.28
1,Gauermanngasse ,2 - 4,10.93,12.21,1.28
1,Georg-Coch-Platz ,2,10.93,12.21,1.28
1,Georg-Coch-Platz ,3,10.93,12.21,1.28
1,Getreidemarkt ,14,4.16,4.62,0.46
1,Getreidemarkt ,16,10.93,12.21,1.28
1,Getreidemarkt ,18,10.93,12.21,1.28
1,Gluckgasse ,3,10.93,12.21,1.28
1,Gluckgasse ,2,10.93,12.21,1.28
1,Gluckgasse ,1,10.93,12.21,1.28
1,Goethegasse ,3,10.93,12.21,1.28
1,Goldschmiedgasse ,2,10.93,12.21,1.28
1,Goldschmiedgasse ,3,10.93,12.21,1.28
1,Goldschmiedgasse ,4,10.93,12.21,1.28
1,Goldschmiedgasse ,5,10.93,12.21,1.28
1,Goldschmiedgasse ,6,10.93,12.21,1.28
1,Goldschmiedgasse ,8,10.93,12.21,1.28
1,Goldschmiedgasse ,9 / 1,10.93,12.21,1.28
1,Gonzagagasse ,14,10.93,12.21,1.28
1,Gonzagagasse ,15,10.93,12.21,1.28
1,Gonzagagasse ,16,10.93,12.21,1.28
1,Gonzagagasse ,17,10.93,12.21,1.28
1,Gonzagagasse ,19,10.93,12.21,1.28
1,Gonzagagasse ,21 - 23,10.93,12.21,1.28
1,Gonzagagasse ,22 / 5,10.93,12.21,1.28
1,Gonzagagasse ,23,10.93,12.21,1.28
1,Gonzagagasse ,22 / 1,10.93,12.21,1.28
1,Gonzagagasse ,12,10.93,12.21,1.28
1,Gonzagagasse ,8,10.93,12.21,1.28
1,Gonzagagasse ,9,10.93,12.21,1.28
1,Gonzagagasse ,13,10.93,12.21,1.28
1,Gonzagagasse ,2 / 2,10.93,12.21,1.28
1,Gonzagagasse ,3,10.93,12.21,1.28
1,Gonzagagasse ,4 / 3,10.93,12.21,1.28
1,Gonzagagasse ,5 / 1,10.93,12.21,1.28
1,Gonzagagasse ,5 / 2,10.93,12.21,1.28
1,Gonzagagasse ,8 / 2,10.93,12.21,1.28
1,Graben ,13,10.93,12.21,1.28
1,Graben ,31,10.93,12.21,1.28
1,Graben ,30,10.93,12.21,1.28
1,Graben ,28 / 2,10.93,12.21,1.28
1,Graben ,12,10.93,12.21,1.28
1,Graben ,17,10.93,12.21,1.28
1,Graben ,21,10.93,12.21,1.28
1,Grashofgasse ,4,10.93,12.21,1.28
1,Grashofgasse ,3 / 8,10.93,12.21,1.28
1,Grashofgasse ,3 / 7,10.93,12.21,1.28
1,Grashofgasse ,3 / 6,10.93,12.21,1.28
1,Grashofgasse ,3 K,10.93,12.21,1.28
1,Grashofgasse ,3 / 3,10.93,12.21,1.28
1,Grashofgasse ,3 / 5,10.93,12.21,1.28
1,Grashofgasse ,3 / 1,10.93,12.21,1.28
1,Grashofgasse ,3 / 4,10.93,12.21,1.28
1,Griechengasse ,2,10.93,12.21,1.28
1,Griechengasse ,4,10.93,12.21,1.28
1,Griechengasse ,5,10.93,12.21,1.28
1,Griechengasse ,9,10.93,12.21,1.28
1,Griechengasse ,7,10.93,12.21,1.28
1,Grillparzerstraße ,14,10.93,12.21,1.28
1,Grillparzerstraße ,11,10.93,12.21,1.28
1,Grillparzerstraße ,7,10.93,12.21,1.28
1,Grünangergasse ,12,10.93,12.21,1.28
1,Grünangergasse ,10,10.93,12.21,1.28
1,Grünangergasse ,1,10.93,12.21,1.28
1,Grünangergasse ,2,10.93,12.21,1.28
1,Grünangergasse ,3 - 5,10.93,12.21,1.28
1,Grünangergasse ,4,10.93,12.21,1.28
1,Grünangergasse ,8,10.93,12.21,1.28
1,Grünangergasse ,7,10.93,12.21,1.28
1,Gölsdorfgasse ,4,10.93,12.21,1.28
1,Gölsdorfgasse ,3,10.93,12.21,1.28
1,Gölsdorfgasse ,2 / 2,10.93,12.21,1.28
1,Gölsdorfgasse ,1,10.93,12.21,1.28
1,Göttweihergasse ,1,10.93,12.21,1.28
1,Haarhof ,11,10.93,12.21,1.28
1,Haarhof ,4 - 4 - A,10.93,12.21,1.28
1,Habsburgergasse ,14,10.93,12.21,1.28
1,Habsburgergasse ,12,10.93,12.21,1.28
1,Habsburgergasse ,7,10.93,12.21,1.28
1,Habsburgergasse ,6 - 8,10.93,12.21,1.28
1,Habsburgergasse ,5,10.93,12.21,1.28
1,Habsburgergasse ,4,10.93,12.21,1.28
1,Habsburgergasse ,1 - 1 - A,10.93,12.21,1.28
1,Hafnersteig ,9,10.93,12.21,1.28
1,Hafnersteig ,10,10.93,12.21,1.28
1,Hafnersteig ,8,10.93,12.21,1.28
1,Hafnersteig ,7,10.93,12.21,1.28
1,Hafnersteig ,5 / 1,10.93,12.21,1.28
1,Hafnersteig ,5 / 2,10.93,12.21,1.28
1,Hafnersteig ,2 - 4,10.93,12.21,1.28
1,Hansenstraße ,4 - 6,10.93,12.21,1.28
1,Hansenstraße ,4 - 6 / 2,10.93,12.21,1.28
1,Hansenstraße ,4 - 6 / 1,10.93,12.21,1.28
1,Hansenstraße ,3,10.93,12.21,1.28
1,Hanuschgasse ,3 / 1,10.93,12.21,1.28
1,Hanuschgasse ,3 / 4,10.93,12.21,1.28
1,Hanuschgasse ,3 / 2,10.93,12.21,1.28
1,Hanuschgasse ,3 / 5,10.93,12.21,1.28
1,Hanuschgasse ,1,10.93,12.21,1.28
1,Hegelgasse ,21,10.93,12.21,1.28
1,Hegelgasse ,19,10.93,12.21,1.28
1,Hegelgasse ,17,10.93,12.21,1.28
1,Hegelgasse ,15,10.93,12.21,1.28
1,Hegelgasse ,14,10.93,12.21,1.28
1,Hegelgasse ,5,10.93,12.21,1.28
1,Hegelgasse ,4,10.93,12.21,1.28
1,Hegelgasse ,3,10.93,12.21,1.28
1,Hegelgasse ,6,10.93,12.21,1.28
1,Hegelgasse ,7,10.93,12.21,1.28
1,Hegelgasse ,8,10.93,12.21,1.28
1,Hegelgasse ,12,10.93,12.21,1.28
1,Hegelgasse ,13,10.93,12.21,1.28
1,Heinrichsgasse ,4,10.93,12.21,1.28
1,Heinrichsgasse ,3,10.93,12.21,1.28
1,Helferstorferstraße ,2,10.93,12.21,1.28
1,Helferstorferstraße ,3,10.93,12.21,1.28
1,Helferstorferstraße ,6,10.93,12.21,1.28
1,Herrengasse ,21,10.93,12.21,1.28
1,Herrengasse ,9,10.93,12.21,1.28
1,Herrengasse ,21 / 2,10.93,12.21,1.28
1,Herrengasse ,19,10.93,12.21,1.28
1,Herrengasse ,14 / 3,10.93,12.21,1.28
1,Herrengasse ,14 / 1,10.93,12.21,1.28
1,Herrengasse ,13,10.93,12.21,1.28
1,Herrengasse ,12,10.93,12.21,1.28
1,Herrengasse ,10,10.93,12.21,1.28
1,Herrengasse ,14 / 2,10.93,12.21,1.28
1,Herrengasse ,7,10.93,12.21,1.28
1,Herrengasse ,23,10.93,12.21,1.28
1,Herrengasse ,21 / 1,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 8,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 3,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 4,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 1,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 2,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 5,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 6,10.93,12.21,1.28
1,Herrengasse ,6 - 8 / 7,10.93,12.21,1.28
1,Herrengasse ,5 / 2,10.93,12.21,1.28
1,Herrengasse ,5 / 1,10.93,12.21,1.28
1,Herrengasse ,2 - 4,10.93,12.21,1.28
1,Heßgasse ,1,10.93,12.21,1.28
1,Heßgasse ,6,10.93,12.21,1.28
1,Himmelpfortgasse ,3,10.93,12.21,1.28
1,Himmelpfortgasse ,2,10.93,12.21,1.28
1,Himmelpfortgasse ,5,10.93,12.21,1.28
1,Himmelpfortgasse ,8,10.93,12.21,1.28
1,Himmelpfortgasse ,6,10.93,12.21,1.28
1,Himmelpfortgasse ,20,10.93,12.21,1.28
1,Himmelpfortgasse ,19,10.93,12.21,1.28
1,Himmelpfortgasse ,17,10.93,12.21,1.28
1,Himmelpfortgasse ,15,10.93,12.21,1.28
1,Himmelpfortgasse ,14,10.93,12.21,1.28
1,Himmelpfortgasse ,13,10.93,12.21,1.28
1,Himmelpfortgasse ,12,10.93,12.21,1.28
1,Himmelpfortgasse ,11,10.93,12.21,1.28
1,Himmelpfortgasse ,10,10.93,12.21,1.28
1,Himmelpfortgasse ,9,10.93,12.21,1.28
1,Himmelpfortgasse ,8 B,10.93,12.21,1.28
1,Hohenstaufengasse ,2,10.93,12.21,1.28
1,Hohenstaufengasse ,4,10.93,12.21,1.28
1,Hohenstaufengasse ,5,10.93,12.21,1.28
1,Hohenstaufengasse ,6,10.93,12.21,1.28
1,Hohenstaufengasse ,7,10.93,12.21,1.28
1,Hohenstaufengasse ,9,10.93,12.21,1.28
1,Hohenstaufengasse ,10,10.93,12.21,1.28
1,Hohenstaufengasse ,12,10.93,12.21,1.28
1,Hoher Markt ,12,10.93,12.21,1.28
1,Hoher Markt ,10 - 11,10.93,12.21,1.28
1,Hoher Markt ,8 - 9 / 4,10.93,12.21,1.28
1,Hoher Markt ,8 - 9 / 3,10.93,12.21,1.28
1,Hoher Markt ,5,10.93,12.21,1.28
1,Hoher Markt ,4,10.93,12.21,1.28
1,Hoher Markt ,8 - 9,10.93,12.21,1.28
1,Jakobergasse ,4,10.93,12.21,1.28
1,Jasomirgottstraße ,4,10.93,12.21,1.28
1,Jasomirgottstraße ,5,10.93,12.21,1.28
1,Jasomirgottstraße ,6,10.93,12.21,1.28
1,Jasomirgottstraße ,3,10.93,12.21,1.28
1,Jasomirgottstraße ,2,10.93,12.21,1.28
1,Johannesgasse ,33,10.93,12.21,1.28
1,Johannesgasse ,33 S,10.93,12.21,1.28
1,Johannesgasse ,26,10.93,12.21,1.28
1,Johannesgasse ,23,10.93,12.21,1.28
1,Johannesgasse ,22,10.93,12.21,1.28
1,Johannesgasse ,16,10.93,12.21,1.28
1,Johannesgasse ,15 / 1,10.93,12.21,1.28
1,Johannesgasse ,14,10.93,12.21,1.28
1,Johannesgasse ,12,10.93,12.21,1.28
1,Johannesgasse ,9 - 13 / 1,10.93,12.21,1.28
1,Johannesgasse ,9 - 13 / 2,10.93,12.21,1.28
1,Johannesgasse ,9 - 13 / 3,10.93,12.21,1.28
1,Johannesgasse ,8 K,10.93,12.21,1.28
1,Johannesgasse ,20,10.93,12.21,1.28
1,Johannesgasse ,7,10.93,12.21,1.28
1,Johannesgasse ,6,10.93,12.21,1.28
1,Johannesgasse ,5 - 5 - A,10.93,12.21,1.28
1,Johannesgasse ,4 / 1,10.93,12.21,1.28
1,Johannesgasse ,4 A,10.93,12.21,1.28
1,Johannesgasse ,4 / 2,10.93,12.21,1.28
1,Johannesgasse ,3,10.93,12.21,1.28
1,Johannesgasse ,2,10.93,12.21,1.28
1,Johannesgasse ,1,10.93,12.21,1.28
1,Jordangasse ,9,10.93,12.21,1.28
1,Jordangasse ,7 A,10.93,12.21,1.28
1,Jordangasse ,7,10.93,12.21,1.28
1,Jordangasse ,1,10.93,12.21,1.28
1,Jordangasse ,1 - 3,10.93,12.21,1.28
1,Josefsplatz ,6,10.93,12.21,1.28
1,Josefsplatz ,5,10.93,12.21,1.28
1,Josefsplatz ,2,10.93,12.21,1.28
1,Josefsplatz ,1 / 2,10.93,12.21,1.28
1,Josefsplatz ,1 / 1,10.93,12.21,1.28
1,Judengasse ,11,10.93,12.21,1.28
1,Judengasse ,7,10.93,12.21,1.28
1,Judengasse ,5,10.93,12.21,1.28
1,Judengasse ,4,10.93,12.21,1.28
1,Judengasse ,1 / 2,10.93,12.21,1.28
1,Judengasse ,1 A / 1,10.93,12.21,1.28
1,Judenplatz ,2,10.93,12.21,1.28
1,Judenplatz ,3 - 4,10.93,12.21,1.28
1,Judenplatz ,5,10.93,12.21,1.28
1,Judenplatz ,6,10.93,12.21,1.28
1,Judenplatz ,7,10.93,12.21,1.28
1,Judenplatz ,8,10.93,12.21,1.28
1,Judenplatz ,11,10.93,12.21,1.28
