Bezirk,Straße,Hausnummer,Zuschlag_bis_0319,Zuschlag_seit_0419,Differenz
6,Linke Wienzeile ,112,4.16,4.62,0.46
6,Linke Wienzeile ,110,4.16,4.62,0.46
6,Linke Wienzeile ,108,4.16,4.62,0.46
6,Linke Wienzeile ,106,4.16,4.62,0.46
6,Linke Wienzeile ,122,0.0,0.0,0.0
6,Linke Wienzeile ,102,0.0,0.0,0.0
6,Linke Wienzeile ,96,4.16,4.62,0.46
6,Linke Wienzeile ,94 - 0,0.0,0.0,0.0
6,Linke Wienzeile ,90 - 92,0.0,0.0,0.0
6,Linke Wienzeile ,84,0.0,0.0,0.0
6,Linke Wienzeile ,80,0.0,0.0,0.0
6,Linke Wienzeile ,76 - 78 / 2,0.0,0.0,0.0
6,Linke Wienzeile ,76 - 78 / 1,0.0,0.0,0.0
6,Linke Wienzeile ,100 - 0,0.0,0.0,0.0
6,Linke Wienzeile ,124,4.16,4.62,0.46
6,Linke Wienzeile ,128,4.16,4.62,0.46
6,Linke Wienzeile ,176,4.16,4.62,0.46
6,Linke Wienzeile ,170,4.16,4.62,0.46
6,Linke Wienzeile ,168,4.16,4.62,0.46
6,Linke Wienzeile ,166,4.16,4.62,0.46
6,Linke Wienzeile ,162,4.16,4.62,0.46
6,Linke Wienzeile ,158,4.16,4.62,0.46
6,Linke Wienzeile ,126,0.0,0.0,0.0
6,Linke Wienzeile ,156,4.16,4.62,0.46
6,Linke Wienzeile ,144,4.16,4.62,0.46
6,Linke Wienzeile ,142,0.0,0.0,0.0
6,Linke Wienzeile ,134,4.16,4.62,0.46
6,Linke Wienzeile ,132 / 1,0.0,0.0,0.0
6,Linke Wienzeile ,132 / 2,0.0,0.0,0.0
6,Linke Wienzeile ,130,4.16,4.62,0.46
6,Linke Wienzeile ,130 A,0.0,0.0,0.0
6,Linke Wienzeile ,152,4.16,4.62,0.46
6,Linke Wienzeile ,36,4.16,4.62,0.46
6,Linke Wienzeile ,18 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,16 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,14 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,12 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,40,4.16,4.62,0.46
6,Linke Wienzeile ,42,4.16,4.62,0.46
6,Linke Wienzeile ,58 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,56 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,54,4.16,4.62,0.46
6,Linke Wienzeile ,48 - 52,4.16,4.62,0.46
6,Linke Wienzeile ,46 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,42 / 2,4.16,4.62,0.46
6,Linke Wienzeile ,42 - 0 / 1,4.16,4.62,0.46
6,Linke Wienzeile ,60,4.16,4.62,0.46
6,Linke Wienzeile ,8 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,6,4.16,4.62,0.46
6,Linke Wienzeile ,4,4.16,4.62,0.46
6,Linke Wienzeile ,4 / 3,4.16,4.62,0.46
6,Linke Wienzeile ,4 / 2,4.16,4.62,0.46
6,Linke Wienzeile ,4 - 0 / 1,4.16,4.62,0.46
6,Linke Wienzeile ,10 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,62 - 0,4.16,4.62,0.46
6,Linke Wienzeile ,64,4.16,4.62,0.46
6,Linke Wienzeile ,66,4.16,4.62,0.46
6,Loquaiplatz ,8,0.0,0.0,0.0
6,Loquaiplatz ,5 - 6,0.0,0.0,0.0
6,Loquaiplatz ,4,0.0,0.0,0.0
6,Loquaiplatz ,3 / 1,0.0,0.0,0.0
6,Loquaiplatz ,9,0.0,0.0,0.0
6,Loquaiplatz ,11,0.0,0.0,0.0
6,Loquaiplatz ,12,0.0,0.0,0.0
6,Loquaiplatz ,13,0.0,0.0,0.0
6,Luftbadgasse ,14 - 16,4.16,4.62,0.46
6,Luftbadgasse ,13 - 0,4.16,4.62,0.46
6,Luftbadgasse ,11 - 0,4.16,4.62,0.46
6,Luftbadgasse ,9 - 0,4.16,4.62,0.46
6,Luftbadgasse ,7 - 0,4.16,4.62,0.46
6,Luftbadgasse ,6,4.16,4.62,0.46
6,Luftbadgasse ,15,4.16,4.62,0.46
6,Luftbadgasse ,5,4.16,4.62,0.46
6,Luftbadgasse ,1,4.16,4.62,0.46
6,Luftbadgasse ,3,4.16,4.62,0.46
6,Luftbadgasse ,17 - 0,4.16,4.62,0.46
6,Lutherplatz ,1,3.34,3.63,0.29
6,Magdalenenstraße ,6,0.0,0.0,0.0
6,Magdalenenstraße ,33 / 1,0.0,0.0,0.0
6,Magdalenenstraße ,8,0.0,0.0,0.0
6,Magdalenenstraße ,9,0.0,0.0,0.0
6,Magdalenenstraße ,10,0.0,0.0,0.0
6,Magdalenenstraße ,12,0.0,0.0,0.0
6,Magdalenenstraße ,13 / 1,0.0,0.0,0.0
6,Magdalenenstraße ,13 / 2,0.0,0.0,0.0
6,Magdalenenstraße ,15,0.0,0.0,0.0
6,Magdalenenstraße ,19,0.0,0.0,0.0
6,Magdalenenstraße ,23,0.0,0.0,0.0
6,Magdalenenstraße ,24 / 1,4.16,4.62,0.46
6,Magdalenenstraße ,25 - 0,0.0,0.0,0.0
6,Magdalenenstraße ,26 - 0,4.16,4.62,0.46
6,Magdalenenstraße ,31,4.16,4.62,0.46
6,Magdalenenstraße ,32,4.16,4.62,0.46
6,Magdalenenstraße ,21,0.0,0.0,0.0
6,Magdalenenstraße ,1 - 0,0.0,0.0,0.0
6,Magdalenenstraße ,3 - 7 / 1,0.0,0.0,0.0
6,Magdalenenstraße ,2,0.0,0.0,0.0
6,Magdalenenstraße ,3 - 7 / 2,0.0,0.0,0.0
6,Magdalenenstraße ,4,0.0,0.0,0.0
6,Marchettigasse ,12 - 0,0.0,0.0,0.0
6,Marchettigasse ,9 - 0,0.0,0.0,0.0
6,Marchettigasse ,8,0.0,0.0,0.0
6,Marchettigasse ,7 - 0,0.0,0.0,0.0
6,Marchettigasse ,5 - 0,0.0,0.0,0.0
6,Marchettigasse ,3 - 0,0.0,0.0,0.0
6,Marchettigasse ,2 - 6,0.0,0.0,0.0
6,Marchettigasse ,14 / 1,0.0,0.0,0.0
6,Marchettigasse ,1 A,0.0,0.0,0.0
6,Marchettigasse ,1,0.0,0.0,0.0
6,Marchettigasse ,1 B,0.0,0.0,0.0
6,Marchettigasse ,14 / 2,0.0,0.0,0.0
6,Marchettigasse ,18 - 0,0.0,0.0,0.0
6,Marchettigasse ,16 - 0,0.0,0.0,0.0
6,Mariahilfer Gürtel ,32,0.0,0.0,0.0
6,Mariahilfer Gürtel ,20,0.0,0.0,0.0
6,Mariahilfer Gürtel ,18,0.0,0.0,0.0
6,Mariahilfer Gürtel ,14,0.0,0.0,0.0
6,Mariahilfer Gürtel ,12,0.0,0.0,0.0
6,Mariahilfer Gürtel ,10,0.0,0.0,0.0
6,Mariahilfer Gürtel ,8,0.0,0.0,0.0
6,Mariahilfer Gürtel ,6,0.0,0.0,0.0
6,Mariahilfer Gürtel ,4,0.0,0.0,0.0
6,Mariahilfer Straße ,1 D - 0,4.16,4.62,0.46
6,Mariahilfer Straße ,7,4.16,4.62,0.46
6,Mariahilfer Straße ,35 / 2,4.16,4.62,0.46
6,Mariahilfer Straße ,35 / 1,4.16,4.62,0.46
6,Mariahilfer Straße ,37 - 39,4.16,4.62,0.46
6,Mariahilfer Straße ,41 - 43,4.16,4.62,0.46
6,Mariahilfer Straße ,45 / 8,4.16,4.62,0.46
6,Mariahilfer Straße ,1 C - 0,4.16,4.62,0.46
6,Mariahilfer Straße ,45 / 2,4.16,4.62,0.46
6,Mariahilfer Straße ,45 / 4,4.16,4.62,0.46
6,Mariahilfer Straße ,45 / 5,4.16,4.62,0.46
6,Mariahilfer Straße ,45 / 7,4.16,4.62,0.46
6,Mariahilfer Straße ,45 / 6,4.16,4.62,0.46
6,Mariahilfer Straße ,45,4.16,4.62,0.46
6,Mariahilfer Straße ,47 - 0 / 1,4.16,4.62,0.46
6,Mariahilfer Straße ,47 / 5,4.16,4.62,0.46
6,Mariahilfer Straße ,45 / 3,4.16,4.62,0.46
6,Mariahilfer Straße ,1 A - 0 / 1,4.16,4.62,0.46
6,Mariahilfer Straße ,1 A / 2,4.16,4.62,0.46
6,Mariahilfer Straße ,1 A,4.16,4.62,0.46
6,Mariahilfer Straße ,1 B - 0,4.16,4.62,0.46
6,Mariahilfer Straße ,47 / 3,4.16,4.62,0.46
6,Mariahilfer Straße ,47 / 4,4.16,4.62,0.46
6,Mariahilfer Straße ,49 / 1,4.16,4.62,0.46
6,Mariahilfer Straße ,81 / 3,4.16,4.62,0.46
6,Mariahilfer Straße ,81 / 2,4.16,4.62,0.46
6,Mariahilfer Straße ,95 - 0,0.0,0.0,0.0
6,Mariahilfer Straße ,99 - 0,0.0,0.0,0.0
6,Mariahilfer Straße ,103 - 0,0.0,0.0,0.0
6,Mariahilfer Straße ,117 / 2,0.0,0.0,0.0
6,Mariahilfer Straße ,117 / 3,0.0,0.0,0.0
6,Mariahilfer Straße ,121 B,0.0,0.0,0.0
6,Mariahilfer Straße ,121 A,0.0,0.0,0.0
6,Mariahilfer Straße ,123,0.0,0.0,0.0
6,Mariahilfer Straße ,125,0.0,0.0,0.0
6,Mariahilfer Straße ,49 / 3,4.16,4.62,0.46
6,Mariahilfer Straße ,49 / 2,4.16,4.62,0.46
6,Mariahilfer Straße ,51,4.16,4.62,0.46
6,Mariahilfer Straße ,51 / 3,4.16,4.62,0.46
6,Mariahilfer Straße ,53,4.16,4.62,0.46
6,Mariahilfer Straße ,55,4.16,4.62,0.46
6,Mariahilfer Straße ,57 - 59,4.16,4.62,0.46
6,Mariahilfer Straße ,61 / 2,4.16,4.62,0.46
6,Mariahilfer Straße ,71 A,4.16,4.62,0.46
6,Mariahilfer Straße ,71,4.16,4.62,0.46
6,Mariahilfer Straße ,79,4.16,4.62,0.46
6,Mariahilfer Straße ,61,4.16,4.62,0.46
6,Mariahilfer Straße ,47 / 2,4.16,4.62,0.46
6,Meravigliagasse ,1,0.0,0.0,0.0
6,Meravigliagasse ,2,0.0,0.0,0.0
6,Meravigliagasse ,3,0.0,0.0,0.0
6,Meravigliagasse ,5,0.0,0.0,0.0
6,Meravigliagasse ,4,0.0,0.0,0.0
6,Meravigliagasse ,8,0.0,0.0,0.0
6,Meravigliagasse ,7,0.0,0.0,0.0
6,Meravigliagasse ,6,0.0,0.0,0.0
6,Millergasse ,52,0.0,0.0,0.0
6,Millergasse ,50,0.0,0.0,0.0
6,Millergasse ,48,0.0,0.0,0.0
6,Millergasse ,46,0.0,0.0,0.0
6,Millergasse ,26 - 0,0.0,0.0,0.0
6,Millergasse ,29,0.0,0.0,0.0
6,Millergasse ,31,0.0,0.0,0.0
6,Millergasse ,32,0.0,0.0,0.0
6,Millergasse ,33,0.0,0.0,0.0
6,Millergasse ,34,0.0,0.0,0.0
6,Millergasse ,35 - 0,0.0,0.0,0.0
6,Millergasse ,36,0.0,0.0,0.0
6,Millergasse ,37,0.0,0.0,0.0
6,Millergasse ,38,0.0,0.0,0.0
6,Millergasse ,39,0.0,0.0,0.0
6,Millergasse ,40,0.0,0.0,0.0
6,Millergasse ,41,0.0,0.0,0.0
6,Millergasse ,42 - 44,0.0,0.0,0.0
6,Millergasse ,43,0.0,0.0,0.0
6,Millergasse ,25,0.0,0.0,0.0
6,Millergasse ,24,0.0,0.0,0.0
6,Millergasse ,1,0.0,0.0,0.0
6,Millergasse ,3,0.0,0.0,0.0
6,Millergasse ,4,0.0,0.0,0.0
6,Millergasse ,5,0.0,0.0,0.0
6,Millergasse ,6 - 8,0.0,0.0,0.0
6,Millergasse ,7,0.0,0.0,0.0
6,Millergasse ,9,0.0,0.0,0.0
6,Millergasse ,10,0.0,0.0,0.0
6,Millergasse ,11,0.0,0.0,0.0
6,Millergasse ,12,0.0,0.0,0.0
6,Millergasse ,13,0.0,0.0,0.0
6,Millergasse ,15,0.0,0.0,0.0
6,Millergasse ,17 - 19 / 3,0.0,0.0,0.0
6,Millergasse ,18,0.0,0.0,0.0
6,Millergasse ,20,0.0,0.0,0.0
6,Millergasse ,21,0.0,0.0,0.0
6,Millergasse ,22,0.0,0.0,0.0
6,Millergasse ,23,0.0,0.0,0.0
6,Millergasse ,24 A,0.0,0.0,0.0
6,Millöckergasse ,2,4.16,4.62,0.46
6,Millöckergasse ,6 - 0,4.16,4.62,0.46
6,Mittelgasse ,37,0.0,0.0,0.0
6,Mittelgasse ,35,0.0,0.0,0.0
6,Mittelgasse ,29,0.0,0.0,0.0
6,Mittelgasse ,27,0.0,0.0,0.0
6,Mittelgasse ,26,0.0,0.0,0.0
6,Mittelgasse ,25,0.0,0.0,0.0
6,Mittelgasse ,24,0.0,0.0,0.0
6,Mittelgasse ,23,0.0,0.0,0.0
6,Mittelgasse ,22,0.0,0.0,0.0
6,Mittelgasse ,17 - 19 / 2,0.0,0.0,0.0
6,Mittelgasse ,17 - 19 / 1,0.0,0.0,0.0
6,Mittelgasse ,16,0.0,0.0,0.0
6,Mittelgasse ,11,0.0,0.0,0.0
6,Mittelgasse ,13 - 0,0.0,0.0,0.0
6,Mittelgasse ,10,0.0,0.0,0.0
6,Mittelgasse ,7,0.0,0.0,0.0
6,Mittelgasse ,6,0.0,0.0,0.0
6,Mittelgasse ,5 - 0,0.0,0.0,0.0
6,Mittelgasse ,4 - 0,0.0,0.0,0.0
6,Mittelgasse ,3 - 0,0.0,0.0,0.0
6,Mittelgasse ,2 / 3,0.0,0.0,0.0
6,Mittelgasse ,2,0.0,0.0,0.0
6,Mittelgasse ,1,0.0,0.0,0.0
6,Mollardgasse ,20 / 3,0.0,0.0,0.0
6,Mollardgasse ,20 / 2,0.0,0.0,0.0
6,Mollardgasse ,20 / 1,0.0,0.0,0.0
6,Mollardgasse ,19,0.0,0.0,0.0
6,Mollardgasse ,18,0.0,0.0,0.0
6,Mollardgasse ,16,0.0,0.0,0.0
6,Mollardgasse ,14 - 0,0.0,0.0,0.0
6,Mollardgasse ,20 / 4,0.0,0.0,0.0
6,Mollardgasse ,13 - 15 / 1,0.0,0.0,0.0
6,Mollardgasse ,11,0.0,0.0,0.0
6,Mollardgasse ,9,0.0,0.0,0.0
6,Mollardgasse ,6,0.0,0.0,0.0
6,Mollardgasse ,4,0.0,0.0,0.0
6,Mollardgasse ,2,0.0,0.0,0.0
6,Mollardgasse ,1,0.0,0.0,0.0
6,Mollardgasse ,12 B - 0,0.0,0.0,0.0
6,Mollardgasse ,20 / 5,0.0,0.0,0.0
6,Mollardgasse ,22,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 5,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 4,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 3,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 2,0.0,0.0,0.0
6,Mollardgasse ,29,0.0,0.0,0.0
6,Mollardgasse ,29 / 2,0.0,0.0,0.0
6,Mollardgasse ,21,0.0,0.0,0.0
6,Mollardgasse ,28 / 3,0.0,0.0,0.0
6,Mollardgasse ,28 / 1,0.0,0.0,0.0
6,Mollardgasse ,27,0.0,0.0,0.0
6,Mollardgasse ,25,0.0,0.0,0.0
6,Mollardgasse ,25 / 2,0.0,0.0,0.0
6,Mollardgasse ,23 / 2,0.0,0.0,0.0
6,Mollardgasse ,23 / 1,0.0,0.0,0.0
6,Mollardgasse ,28 / 2,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 6,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 7,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 8,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 9,0.0,0.0,0.0
6,Mollardgasse ,89 / 8,0.0,0.0,0.0
6,Mollardgasse ,85 A,0.0,0.0,0.0
6,Mollardgasse ,83,0.0,0.0,0.0
6,Mollardgasse ,78,0.0,0.0,0.0
6,Mollardgasse ,77 / 1,0.0,0.0,0.0
6,Mollardgasse ,77 / 2,0.0,0.0,0.0
6,Mollardgasse ,75,0.0,0.0,0.0
6,Mollardgasse ,89 / 9,0.0,0.0,0.0
6,Mollardgasse ,73,0.0,0.0,0.0
6,Mollardgasse ,69,0.0,0.0,0.0
6,Mollardgasse ,68,0.0,0.0,0.0
6,Mollardgasse ,66 - 0,3.34,3.63,0.29
6,Mollardgasse ,63,0.0,0.0,0.0
6,Mollardgasse ,62 - 0,3.34,3.63,0.29
6,Mollardgasse ,73 / 2,0.0,0.0,0.0
6,Mollardgasse ,62 A - 0,3.34,3.63,0.29
6,Mollardgasse ,89 / 5,0.0,0.0,0.0
6,Mollardgasse ,89 / 3,0.0,0.0,0.0
6,Mollardgasse ,89 / 6,0.0,0.0,0.0
6,Mollardgasse ,89 / 4,0.0,0.0,0.0
6,Mollardgasse ,89 / 7,0.0,0.0,0.0
6,Mollardgasse ,89 / 1,0.0,0.0,0.0
6,Mollardgasse ,89 / 2,0.0,0.0,0.0
6,Mollardgasse ,61,0.0,0.0,0.0
6,Mollardgasse ,56,3.34,3.63,0.29
6,Mollardgasse ,54,3.34,3.63,0.29
6,Mollardgasse ,39 - 41 / 2,0.0,0.0,0.0
6,Mollardgasse ,39 - 41 / 1,0.0,0.0,0.0
6,Mollardgasse ,38,0.0,0.0,0.0
6,Mollardgasse ,37,0.0,0.0,0.0
6,Mollardgasse ,37 / 2,0.0,0.0,0.0
6,Mollardgasse ,36,0.0,0.0,0.0
6,Mollardgasse ,35,0.0,0.0,0.0
6,Mollardgasse ,40,3.34,3.63,0.29
6,Mollardgasse ,34 / 2,0.0,0.0,0.0
6,Mollardgasse ,33,0.0,0.0,0.0
6,Mollardgasse ,31,0.0,0.0,0.0
6,Mollardgasse ,31 / 3,0.0,0.0,0.0
6,Mollardgasse ,31 / 2,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 11,0.0,0.0,0.0
6,Mollardgasse ,30 - 32 / 10,0.0,0.0,0.0
6,Mollardgasse ,34 / 1,0.0,0.0,0.0
6,Mollardgasse ,42,3.34,3.63,0.29
6,Mollardgasse ,44,3.34,3.63,0.29
6,Mollardgasse ,45 - 47,0.0,0.0,0.0
6,Mollardgasse ,54 / 2,3.34,3.63,0.29
6,Mollardgasse ,53 - 55 / 3,0.0,0.0,0.0
6,Mollardgasse ,53 - 55 / 2,0.0,0.0,0.0
6,Mollardgasse ,53 - 55 / 1,0.0,0.0,0.0
6,Mollardgasse ,52 / 2,3.34,3.63,0.29
6,Mollardgasse ,52,3.34,3.63,0.29
6,Mollardgasse ,51,3.34,3.63,0.29
6,Mollardgasse ,50,3.34,3.63,0.29
6,Mollardgasse ,50 / 3,3.34,3.63,0.29
6,Mollardgasse ,48,3.34,3.63,0.29
6,Mollardgasse ,48 A / 1,3.34,3.63,0.29
6,Mollardgasse ,46 / 2,3.34,3.63,0.29
6,Mollardgasse ,46 / 1,3.34,3.63,0.29
6,Morizgasse ,7,3.34,3.63,0.29
6,Morizgasse ,5,0.0,0.0,0.0
6,Morizgasse ,4 / 2,3.34,3.63,0.29
6,Morizgasse ,4 / 1,3.34,3.63,0.29
6,Morizgasse ,3,0.0,0.0,0.0
6,Morizgasse ,2 / 1,0.0,0.0,0.0
6,Morizgasse ,2 / 2,0.0,0.0,0.0
6,Morizgasse ,8,3.34,3.63,0.29
6,Morizgasse ,1,0.0,0.0,0.0
6,Morizgasse ,9 - 0,3.34,3.63,0.29
6,Morizgasse ,13,3.34,3.63,0.29
6,Morizgasse ,11,3.34,3.63,0.29
6,Münzwardeingasse ,11 - 0,4.16,4.62,0.46
6,Münzwardeingasse ,8,4.16,4.62,0.46
6,Münzwardeingasse ,9 - 0,4.16,4.62,0.46
6,Münzwardeingasse ,2,4.16,4.62,0.46
6,Münzwardeingasse ,3 - 0,4.16,4.62,0.46
6,Münzwardeingasse ,4 - 0,4.16,4.62,0.46
6,Münzwardeingasse ,5 - 0,4.16,4.62,0.46
6,Münzwardeingasse ,7 - 0,4.16,4.62,0.46
6,Nelkengasse ,6,4.16,4.62,0.46
6,Nelkengasse ,8,4.16,4.62,0.46
6,Nelkengasse ,5,4.16,4.62,0.46
6,Nelkengasse ,4,4.16,4.62,0.46
6,Nelkengasse ,3,4.16,4.62,0.46
6,Nelkengasse ,1,4.16,4.62,0.46
6,Nelkengasse ,2,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,26,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,25 - 0,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,24,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,23,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,22,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,21,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,20,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,19 - 0,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,18,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,17,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,15,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,13,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,14,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,12,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,11,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,9,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,8 - 10,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,7,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,6,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,5,0.0,0.0,0.0
6,Otto-Bauer-Gasse ,2 - 0,4.16,4.62,0.46
6,Otto-Bauer-Gasse ,3,0.0,0.0,0.0
6,Papagenogasse ,1 A - 0,4.16,4.62,0.46
6,Papagenogasse ,3,4.16,4.62,0.46
6,Papagenogasse ,5,4.16,4.62,0.46
6,Papagenogasse ,4 - 0,4.16,4.62,0.46
6,Pfauengasse ,8 - 0,4.16,4.62,0.46
6,Pfauengasse ,8 / 2,4.16,4.62,0.46
6,Pfauengasse ,8 / 1,4.16,4.62,0.46
6,Rahlgasse ,8,4.16,4.62,0.46
6,Rahlgasse ,1 - 0,4.16,4.62,0.46
6,Rahlgasse ,2 - 0,4.16,4.62,0.46
6,Rahlgasse ,3 - 0,4.16,4.62,0.46
6,Rahlgasse ,4 - 0,4.16,4.62,0.46
6,Rahlgasse ,6 - 0,4.16,4.62,0.46
6,Sandwirtgasse ,16,0.0,0.0,0.0
6,Sandwirtgasse ,15,0.0,0.0,0.0
6,Sandwirtgasse ,14 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,13 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,12 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,11 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,10,0.0,0.0,0.0
6,Sandwirtgasse ,9,0.0,0.0,0.0
6,Sandwirtgasse ,6,0.0,0.0,0.0
6,Sandwirtgasse ,5 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,4 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,3 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,2,0.0,0.0,0.0
6,Sandwirtgasse ,1,0.0,0.0,0.0
6,Sandwirtgasse ,8 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,17 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,18 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,19 - 0,0.0,0.0,0.0
6,Sandwirtgasse ,21,0.0,0.0,0.0
6,Schadekgasse ,18,4.16,4.62,0.46
6,Schadekgasse ,16,4.16,4.62,0.46
6,Schadekgasse ,10,4.16,4.62,0.46
6,Schadekgasse ,6 - 0,4.16,4.62,0.46
6,Schadekgasse ,8 - 0,4.16,4.62,0.46
6,Schadekgasse ,2,4.16,4.62,0.46
6,Schadekgasse ,4,4.16,4.62,0.46
6,Schadekgasse ,5,4.16,4.62,0.46
6,Schmalzhofgasse ,3,0.0,0.0,0.0
6,Schmalzhofgasse ,1 B,0.0,0.0,0.0
6,Schmalzhofgasse ,19,0.0,0.0,0.0
6,Schmalzhofgasse ,18 / 1,0.0,0.0,0.0
6,Schmalzhofgasse ,16,0.0,0.0,0.0
6,Schmalzhofgasse ,15,0.0,0.0,0.0
6,Schmalzhofgasse ,20,0.0,0.0,0.0
6,Schmalzhofgasse ,14 - 0,0.0,0.0,0.0
6,Schmalzhofgasse ,12 - 0,0.0,0.0,0.0
6,Schmalzhofgasse ,11 - 0,0.0,0.0,0.0
6,Schmalzhofgasse ,10,0.0,0.0,0.0
6,Schmalzhofgasse ,9,0.0,0.0,0.0
6,Schmalzhofgasse ,6,0.0,0.0,0.0
6,Schmalzhofgasse ,13 - 0,0.0,0.0,0.0
6,Schmalzhofgasse ,21,0.0,0.0,0.0
6,Schmalzhofgasse ,22,0.0,0.0,0.0
6,Schmalzhofgasse ,28,0.0,0.0,0.0
6,Schmalzhofgasse ,28 / 3,0.0,0.0,0.0
6,Schmalzhofgasse ,28 / 1,0.0,0.0,0.0
6,Schmalzhofgasse ,26,0.0,0.0,0.0
6,Schmalzhofgasse ,23 / 1,0.0,0.0,0.0
6,Schmalzhofgasse ,23 / 2,0.0,0.0,0.0
6,Schmalzhofgasse ,5,0.0,0.0,0.0
6,Schmalzhofgasse ,4,0.0,0.0,0.0
6,Schmalzhofgasse ,8,0.0,0.0,0.0
6,Sonnenuhrgasse ,8,0.0,0.0,0.0
6,Sonnenuhrgasse ,4,0.0,0.0,0.0
6,Sonnenuhrgasse ,6,0.0,0.0,0.0
6,Sonnenuhrgasse ,2,0.0,0.0,0.0
6,Sonnenuhrgasse ,3 - 5,0.0,0.0,0.0
6,Spalowskygasse ,3,0.0,0.0,0.0
6,Spalowskygasse ,2,0.0,0.0,0.0
6,Spalowskygasse ,5,0.0,0.0,0.0
6,Spörlingasse ,3,0.0,0.0,0.0
6,Spörlingasse ,4 - 0,0.0,0.0,0.0
6,Spörlingasse ,6,0.0,0.0,0.0
6,Stiegengasse ,9,4.16,4.62,0.46
6,Stiegengasse ,7,4.16,4.62,0.46
6,Stiegengasse ,8,4.16,4.62,0.46
6,Stiegengasse ,10,0.0,0.0,0.0
6,Stiegengasse ,11,4.16,4.62,0.46
6,Stiegengasse ,14,4.16,4.62,0.46
6,Stiegengasse ,15,0.0,0.0,0.0
6,Stiegengasse ,16 - 18,0.0,0.0,0.0
6,Stiegengasse ,6,4.16,4.62,0.46
6,Stiegengasse ,5,4.16,4.62,0.46
6,Stiegengasse ,4,4.16,4.62,0.46
6,Stiegengasse ,3,4.16,4.62,0.46
6,Stiegengasse ,2,4.16,4.62,0.46
6,Strohmayergasse ,3,0.0,0.0,0.0
6,Strohmayergasse ,2,0.0,0.0,0.0
6,Strohmayergasse ,4,0.0,0.0,0.0
6,Strohmayergasse ,5,0.0,0.0,0.0
6,Strohmayergasse ,7,0.0,0.0,0.0
6,Strohmayergasse ,6,0.0,0.0,0.0
6,Strohmayergasse ,15,0.0,0.0,0.0
6,Strohmayergasse ,13,0.0,0.0,0.0
6,Strohmayergasse ,11,0.0,0.0,0.0
6,Strohmayergasse ,10,0.0,0.0,0.0
6,Strohmayergasse ,9,0.0,0.0,0.0
6,Strohmayergasse ,8,0.0,0.0,0.0
6,Stumpergasse ,6,0.0,0.0,0.0
6,Stumpergasse ,25,0.0,0.0,0.0
6,Stumpergasse ,41 / 1,0.0,0.0,0.0
6,Stumpergasse ,42,0.0,0.0,0.0
6,Stumpergasse ,43 / 2,0.0,0.0,0.0
6,Stumpergasse ,44,0.0,0.0,0.0
6,Stumpergasse ,24,0.0,0.0,0.0
6,Stumpergasse ,45 / 2,0.0,0.0,0.0
